iso3,year,GDP,logGDP,hdicode_x,region_x,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII Rank,Gender Inequality Index (value),"Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)","Maternal Mortality Ratio (deaths per 100,000 live births)","Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Population, total (millions)_x","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)",GII_Category,hdicode_y,region_y,"Expected Years of Schooling, female (years)","Expected Years of Schooling, male (years)",GDI Group,Gender Development Index (value),"Gross National Income Per Capita, female (2021 PPP$)","Gross National Income Per Capita, male (2021 PPP$)",HDI female (value),HDI male (value),"Life Expectancy at Birth, female (years)","Life Expectancy at Birth, male (years)","Mean Years of Schooling, female (years)","Mean Years of Schooling, male (years)","Population, total (millions)_y",GDI_gap,GDI_gap_abs,A woman can apply for a passport in the same way as a man (1=yes; 0=no),A woman can be head of household in the same way as a man (1=yes; 0=no),A woman can choose where to live in the same way as a man (1=yes; 0=no),A woman can get a job in the same way as a man (1=yes; 0=no),A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),A woman can open a bank account in the same way as a man (1=yes; 0=no),A woman can register a business in the same way as a man (1=yes; 0=no),A woman can sign a contract in the same way as a man (1=yes; 0=no),A woman can travel outside her home in the same way as a man (1=yes; 0=no),A woman can travel outside the country in the same way as a man (1=yes; 0=no),A woman can work at night in the same way as a man (1=yes; 0=no),A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),A woman can work in an industrial job in the same way as a man (1=yes; 0=no),A woman has the same rights to remarry as a man (1=yes; 0=no),Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),Dismissal of pregnant workers is prohibited (1=yes; 0=no),Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),Law prohibits discrimination in employment based on gender (1=yes; 0=no),Men and married women have equal ownership rights to immovable property (1=yes; 0=no),Paid leave is available to fathers (1=yes; 0=no),Paid leave of at least 14 weeks available to mothers (1=yes; 0=no),Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),The age at which men and women can retire with partial pension benefits is the same (1=yes; 0=no),The government administers 100% of maternity leave benefits (1=yes; 0=no),The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),The mandatory retirement age for men and women is the same (1=yes; 0=no),There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no),There is legislation on sexual harassment in employment (1=yes; 0=no),There is legislation specifically addressing domestic violence (1=yes; 0=no),There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no),There is paid parental leave (1=yes; 0=no),Gender Inequality Index (value)_shifted
CAF,1990,620.3911764799585,6.430350208892991,Low,SSA,165.112,,,,,1031.659138,3.99,14.95,2.8719095,3.529411765,96.47058824,,Low,SSA,3.926120043,6.605279922,,,,,,,51.667,48.285,0.902414903,3.006731686,2.8719095,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
TCD,1990,695.3912866407512,6.544474689499216,Low,SSA,199.275,,,,,1369.573486,,,5.982833,2.4,97.6,,Low,SSA,1.184909732,3.437547298,,,,,,,48.799,41.63,,,5.982833,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
CHL,1990,4405.914016318762,8.390703012037676,Very High,LAC,69.529,,0.508,31.76,75.09,57.86537109,56.81490478,58.00325761,13.437176,7.228915663,92.77108434,MB,Very High,LAC,12.71445088,12.78061528,,0.929,5466.644882,16014.38038,0.683170952,0.735309031,76.837,70.481,8.336525029,8.433037047,13.437176,0.07099999999999995,0.07099999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
CHN,1990,981.5092026381604,6.889091389768495,High,EAP,23.214,,,73.02,85.03,85.91840141,28.51657437,43.73170732,1153.582724,,,,High,EAP,7.00137075,10.2099692,,0.853,1275.751654,2004.880248,0.449410415,0.526856589,70.561,65.861,3.740882444,4.512058814,1153.582724,0.14700000000000002,0.14700000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
COL,1990,5109.420000953436,8.538841174006988,High,LAC,93.191,,,,,108.442202,,,32.4400685,9.811320755,90.18867925,,High,LAC,9.732765825,8.957628436,,,,,,,73.109,64.593,6.302104487,6.400855532,32.4400685,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
COM,1990,1467.730536407129,7.291472634019803,Medium,SSA,105.123,,,26.64,64.3,602.6031285,,,0.4445965,0.0,100.0,,Medium,SSA,6.741117105,8.101761642,,,1514.110114,4716.94676,,,56.545,54.863,,,0.4445965,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
COD,1990,832.0703959341013,6.72391704773966,Low,SSA,122.33,,,,,912.1474855,16.44074159,40.86989839,36.6840635,,,,Low,SSA,5.13331563,7.249163029,,,,,,,49.686,47.36,2.205590706,5.219965073,36.6840635,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
COG,1990,3436.74969791663,8.142281448453549,Medium,SSA,126.262,,,,,740.1972912,14.55587559,37.77031423,2.38056,,,,Medium,SSA,10.28466034,11.93385029,,,,,,,58.037,56.042,4.027733154,8.039920036,2.38056,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
CRI,1990,5020.635940723098,8.521311886081305,Very High,LAC,91.327,,,,,44.08759584,29.80567973,28.42015614,3.121706,15.78947368,84.21052632,,Very High,LAC,,,,,,,,,78.485,73.738,6.920095034,6.696702724,3.121706,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
CIV,1990,2693.361465896035,7.898545308050909,Medium,SSA,159.914,,,,,624.5922593,10.9729685,19.89394162,12.1897775,8.0,92.0,,Medium,SSA,3.956571577,6.776060895,,,,,,,55.154,50.736,1.087038004,2.584333569,12.1897775,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
HRV,1990,9519.006924011735,9.161045807639605,Very High,,27.577,,0.317,46.12,68.57,11.60621407,33.39376413,54.12519389,4.8350655,7.179487179,92.82051282,B,Very High,,9.87821387,9.568529367,,,,,,,76.179,68.224,5.51588765,7.826847772,4.8350655,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
CYP,1990,13339.296875,9.498469610059509,Very High,,31.334,,0.428,48.24,82.29,38.16193816,42.55144566,55.09597245,0.7883505,5.357142857,94.64285714,MB,Very High,,10.92403116,10.3966889,,0.931,16631.93095,39037.86717,0.718489399,0.771694494,78.674,73.542,7.564127156,9.076166012,0.7883505,0.06899999999999995,0.06899999999999995,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
CZE,1990,12806.02835918406,9.457671304599492,Very High,,41.147,,0.284,60.83,72.94,13.40650985,55.70345877,77.33931618,10.3019885,13.87900356,86.12099644,B,Very High,,11.67434978,12.50790977,,0.94,20942.01066,32530.59077,0.729126022,0.776005372,75.402,67.532,7.96997214,10.41963138,10.3019885,0.06000000000000005,0.06000000000000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
DNK,1990,18227.41710543755,9.810682173895593,Very High,,9.22,,0.099,61.46,75.12,11.66961753,96.22064742,96.39329233,5.141025,32.96089385,67.03910615,VB,Very High,,14.49324036,14.14202023,,0.978,32059.78614,52418.53949,0.832511191,0.851082926,77.733,72.025,11.29339572,11.52352038,5.141025,0.02200000000000002,0.02200000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,
DMA,1990,4343.536732068252,8.376444210454421,High,LAC,93.279,,,,,,,,0.069627,9.375,90.625,,High,LAC,,,,,,,,,73.478,67.54,,,0.069627,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
DOM,1990,3655.620967231329,8.20402125302864,High,LAC,117.522,,0.574,37.2,71.2,137.0388073,27.71159346,37.25410962,7.1511655,10.0,90.0,NB,High,LAC,9.161442422,9.44247766,,0.912,3954.621917,9955.080991,0.556596644,0.610337737,70.671,64.995,4.931096778,5.563224905,7.1511655,0.08799999999999997,0.08799999999999997,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
ECU,1990,4631.553258173959,8.440647567747899,High,LAC,91.892,,0.648,28.16,81.98,183.2663696,33.90999985,37.97999954,10.473673,3.658536585,96.34146341,NB,High,LAC,,,,,5019.338097,11451.07833,,,71.398,65.597,6.380000114,7.130000114,10.473673,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
EGY,1990,3566.034565259896,8.179209491382249,High,AS,78.684,,0.652,26.74,73.19,124.7811832,31.00164432,41.01749736,58.396618,1.982378855,98.01762115,NB,High,AS,8.168299675,10.17644024,,0.824,3566.552471,12265.52081,0.506279641,0.614267472,64.22,60.763,4.427422566,5.899818492,58.396618,0.17600000000000005,0.17600000000000005,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
SLV,1990,2856.338346807026,7.957295785212572,Medium,LAC,122.894,,0.536,50.96,80.08,143.1763757,12.20488562,14.16393176,5.3997265,15.47619048,84.52380952,MB,Medium,LAC,,,,,4315.245333,7419.380298,,,67.148,57.076,3.607393555,3.933983127,5.3997265,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
GNQ,1990,577.3954786844512,6.358527436724417,Medium,SSA,182.168,,,,,1178.827585,,,0.474274,8.75,91.25,,Medium,SSA,,,,,,,,,53.322,49.426,,,0.474274,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
EST,1990,7475.93117166932,8.919443961961285,Very High,,54.336,,0.388,66.46,81.66,42.00711254,59.34680688,58.25319393,1.5703035,10.89108911,89.10891089,B,Very High,,13.40555751,13.05783066,,1.004,12116.96333,19949.58233,0.739605371,0.736863847,74.907,64.698,9.602754237,9.78200508,1.5703035,-0.0040000000000000036,0.0040000000000000036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
SWZ,1990,3184.333511429534,8.065998287530778,Medium,SSA,139.492,,,,,354.8463721,35.87808781,27.67635771,0.8724285,8.510638298,91.4893617,,Medium,SSA,9.125074384,10.16386453,,,,,,,63.421,58.787,6.615580989,5.71597964,0.8724285,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
ETH,1990,417.0265784441748,6.033149957043866,Low,SSA,177.316,,,,,1236.313571,2.001591592,6.92527811,47.6097545,,,,Low,SSA,2.418295573,3.482755122,,,,,,,46.772,43.47,,,47.6097545,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
FJI,1990,3953.823484093818,8.282438360370334,High,EAP,68.24,,,,,59.90350082,30.27077305,33.69358181,0.773316,5.769230769,94.23076923,,High,EAP,,,,,,,,,67.613,62.86,6.288196733,6.889304029,0.773316,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
FIN,1990,18134.76680280062,9.805586192676543,Very High,,12.311,,0.106,64.75,74.85,6.547865892,48.58000183,52.90000153,4.986575,33.5,66.5,VB,Very High,,15.7417202,14.39451027,,1.003,32237.68456,51137.00717,0.822878826,0.820788797,78.882,70.942,8.970000267,9.420000076,4.986575,-0.0029999999999998916,0.0029999999999998916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,
FRA,1990,17471.68641124228,9.76833693030906,Very High,,12.864,,0.237,46.7,65.94,14.42615753,44.43000031,52.70000076,56.9902385,9.020044543,90.97995546,B,Very High,,14.27972984,13.70048046,,0.983,29270.85315,52922.30486,0.789453088,0.803369409,80.963,72.722,7.230000019,7.909999847,56.9902385,0.017000000000000015,0.017000000000000015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
GAB,1990,11952.02436159645,9.388655945656703,High,SSA,156.633,,,,,406.8830578,29.75,17.12,0.983734,9.56937799,90.43062201,,High,SSA,,,,,,,,,62.285,59.117,5.23,3.36,0.983734,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
GMB,1990,1409.327218891255,7.250867719777546,Low,SSA,160.64,,,,,1050.665284,3.718161069,11.92414274,1.0546955,2.040816327,97.95918367,,Low,SSA,2.810007621,4.949132233,,,,,,,52.632,49.996,0.76932014,2.089339458,1.0546955,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
GEO,1990,5835.580913097378,8.671729096422869,Very High,ECA,62.343,,,,,37.02244281,,,5.4488675,6.926406926,93.07359307,,Very High,ECA,12.46435222,13.59554632,,,,,,,72.819,64.243,,,5.4488675,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
DEU,1990,19521.01959538323,9.879247091973012,Very High,,21.241,,0.178,45.36,71.97,10.05496169,100.0,100.0,79.707959,25.50607287,74.49392713,VB,Very High,,13.21747829,15.53609775,,0.924,28236.48636,58243.71933,0.79882797,0.864702194,78.419,71.911,9.838617372,11.14456266,79.707959,0.07599999999999996,0.07599999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,
GHA,1990,1580.650488271852,7.36559174273311,Medium,SSA,111.008,,0.65,76.54,78.71,708.8896979,26.67000045,56.24493149,15.3946485,9.0,91.0,NB,Medium,SSA,5.03539925,6.259604234,,0.811,2349.938508,3135.496151,0.388184068,0.47887495,56.862,53.947,2.764664332,6.072931319,15.3946485,0.18899999999999995,0.18899999999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
GRC,1990,13117.55556336917,9.48170673137192,Very High,,20.818,,0.298,35.26,65.55,5.117815797,34.91999901,43.05760647,10.258487,6.333333333,93.66666667,B,Very High,,12.50018978,12.64923,,0.938,16462.26583,38561.45903,0.740794133,0.790047631,79.942,74.672,7.484248221,8.157349886,10.258487,0.062000000000000055,0.062000000000000055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
GRD,1990,4552.955221631798,8.423531800371373,High,LAC,99.653,,,,,47.06463329,,,0.099957,,,,High,LAC,,,,,,,,,73.252,67.744,,,0.099957,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
GTM,1990,3329.596770593966,8.110606485730793,Medium,LAC,121.408,,,,,238.0885653,10.90487765,13.24069135,9.024773,12.5,87.5,,Medium,LAC,,,,,,,,,64.639,59.113,2.796115977,3.527136976,9.024773,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
GIN,1990,870.7442226134123,6.769348274269649,Low,SSA,148.187,,,,,1193.876805,4.874930538,14.15777348,6.434374,7.01754386,92.98245614,,Low,SSA,1.560660005,3.805979967,,,,,,,48.015,46.453,0.685738554,2.006451525,6.434374,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
GNB,1990,824.1022505862722,6.714294612728201,Low,SSA,116.677,,,,,1492.838775,,,0.9736695,10.0,90.0,,Low,SSA,,,,,,,,,48.921,44.937,,,0.9736695,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
GUY,1990,3021.609514599151,8.013544920254539,High,LAC,106.651,,,,,266.5553113,20.32055278,21.9910806,0.7498935,,,,High,LAC,8.673472402,8.263419397,,,,,,,65.073,59.68,5.054347671,5.5734959,0.7498935,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
HTI,1990,2202.227747102296,7.697224739319621,Medium,LAC,83.038,,,56.8,77.41,683.0932281,9.715928286,14.69135266,6.854441,,,,Medium,LAC,8.801316211,10.54688046,,0.844,2854.00342,4952.073729,0.424982532,0.503660757,54.421,51.97,1.92789097,3.472320613,6.854441,0.15600000000000003,0.15600000000000003,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
HND,1990,2039.694563823583,7.620555352012672,Medium,LAC,130.367,,,33.22,85.49,156.3936454,15.72333271,15.59520437,4.980488,,,,Medium,LAC,8.195672704,7.838029731,,0.882,1638.692232,6184.245974,0.470146824,0.533242591,67.294,63.218,3.87968905,3.848464217,4.980488,0.118,0.118,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
HKG,1990,18251.79767036311,9.812018856645237,Very High,,6.061,,,46.57,78.92,,46.17564781,58.61017169,5.560597,,,,Very High,,9.198471497,9.670970936,,0.916,21293.35764,48377.51475,0.718336338,0.784051715,80.355,74.62,7.762115991,9.562281985,5.560597,0.08399999999999996,0.08399999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
HUN,1990,9133.141366553637,9.119664985226615,Very High,,37.464,,0.34,46.26,64.53,22.71468349,34.10983071,46.45575521,10.381281,11.39896373,88.60103627,B,Very High,,11.39634037,11.30327034,,0.975,15470.06889,27890.43827,0.719468037,0.737977325,73.778,65.144,9.100000381,9.920000076,10.381281,0.025000000000000022,0.025000000000000022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,
ISL,1990,21970.44234684012,9.99745329930615,Very High,,33.219,,0.19,72.9,85.29,5.998718172,91.23784387,95.5108473,0.2548335,25.3968254,74.6031746,VB,Very High,,13.36153536,14.92626448,,0.952,30637.78891,47245.46748,0.819440017,0.860757712,80.377,75.175,10.30323172,10.74163601,0.2548335,0.04800000000000004,0.04800000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,
IND,1990,1211.982525913052,7.100012748961837,Medium,SA,138.201,,0.697,33.71,80.39,498.0408626,14.00894771,28.84473208,864.9722215,7.341772152,92.65822785,NB,Medium,SA,6.689251457,9.616713332,,0.728,1024.851245,3235.301724,0.365845226,0.502404804,59.358,57.963,1.795101173,3.622844827,864.9722215,0.272,0.272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
IDN,1990,3043.941974970278,8.020908656700772,High,EAP,74.849,,0.606,50.54,82.8,410.3058301,13.82999992,24.54999924,183.5010975,11.4,88.6,NB,High,EAP,8.874055674,11.4369051,,0.833,2948.546207,6218.353301,0.479165086,0.575149845,65.087,61.45,2.460000038,4.0,183.5010975,0.16700000000000004,0.16700000000000004,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
IRN,1990,7256.412513690567,8.889640841569644,High,SA,87.712,,0.688,9.92,79.89,76.61473283,26.7615312,42.39472309,58.3800915,4.887218045,95.11278195,NB,High,SA,9.62749678,13.30948087,,0.731,2161.440285,23608.74008,0.508580931,0.695980307,66.257,62.122,4.604565266,6.75770776,58.3800915,0.269,0.269,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
